MESSAGE_ID,DEALER_ID,CUSTOMER_ID,CALL_ID,DIRECTION,BODY,STATUS,SENT_AT,CREATED_AT
TXT000032,DLR005,CUS01805,CALL013502,outbound,Coastal BMW: Your 2021 Ford has an open recall. The repair is FREE. Call us to schedule: (768) 511-7446.,delivered,2024-01-01 18:00:00,2024-01-01 18:00:00
TXT000033,DLR001,CUS00631,CALL011152,outbound,Sunshine Toyota: Parts for your 2020 Honda have arrived. Call us to schedule your repair appointment.,delivered,2024-01-30 14:00:00,2024-01-30 14:00:00
TXT000034,DLR001,CUS00503,,outbound,Reminder: Your service appointment at Sunshine Toyota is tomorrow at 3:00 PM. See you then!,failed,2024-01-21 17:00:00,2024-01-21 17:00:00
TXT000035,DLR004,CUS01065,CALL003708,outbound,Gulf Coast Chevrolet: Parts for your 2022 Honda have arrived. Call us to schedule your repair appointment.,sent,2024-01-07 19:00:00,2024-01-07 19:00:00
TXT000036,DLR003,CUS00255,CALL003573,outbound,"Hi Kevin, this is a courtesy reminder about your lease maturity. Contact Lakeland Ford to discuss your options.",sent,2024-01-02 11:00:00,2024-01-02 11:00:00
TXT000037,DLR005,CUS00686,,outbound,"Hi Amber, this is a courtesy reminder about your lease maturity. Contact Coastal BMW to discuss your options.",delivered,2024-01-06 20:00:00,2024-01-06 20:00:00
TXT000038,DLR004,CUS01023,CALL009036,inbound,"Hi David, this is a courtesy reminder about your lease maturity. Contact Gulf Coast Chevrolet to discuss your options.",delivered,2024-01-18 10:00:00,2024-01-18 10:00:00
TXT000039,DLR003,CUS00033,CALL004509,inbound,Thank you for visiting Lakeland Ford! We hope your service experience was excellent. Reply with any feedback.,delivered,2024-01-19 13:00:00,2024-01-19 13:00:00
TXT000040,DLR003,CUS00651,,outbound,"Hi Eric, your 2019 Honda is due for an oil change. Book online or call Lakeland Ford. Reply STOP to opt out.",delivered,2024-01-30 08:00:00,2024-01-30 08:00:00
TXT000041,DLR004,CUS01280,,outbound,Thank you for visiting Gulf Coast Chevrolet! We hope your service experience was excellent. Reply with any feedback.,delivered,2024-01-19 17:00:00,2024-01-19 17:00:00
TXT000042,DLR005,CUS00315,CALL009264,outbound,"Hi Kevin, this is Coastal BMW. Your 2022 Chevrolet appointment is confirmed for January 14. Reply STOP to opt out.",delivered,2024-01-10 20:00:00,2024-01-10 20:00:00
TXT000043,DLR004,CUS00094,,outbound,Hi Ashley! Your 2022 Honda is ready for pickup at Gulf Coast Chevrolet. Please call us at your convenience.,delivered,2024-01-16 13:00:00,2024-01-16 13:00:00
TXT000044,DLR002,CUS00804,CALL012661,outbound,Thank you for visiting Bay Area Honda! We hope your service experience was excellent. Reply with any feedback.,delivered,2024-01-24 15:00:00,2024-01-24 15:00:00
TXT000045,DLR003,CUS00719,,outbound,Hi Steven! Your 2020 Honda is ready for pickup at Lakeland Ford. Please call us at your convenience.,failed,2024-01-08 20:00:00,2024-01-08 20:00:00
TXT000046,DLR002,CUS00930,,outbound,"Hi Crystal, your 2022 Chevrolet is due for an oil change. Book online or call Bay Area Honda. Reply STOP to opt out.",delivered,2024-01-29 19:00:00,2024-01-29 19:00:00
TXT000047,DLR001,CUS00626,,inbound,Sunshine Toyota: Your 2022 Toyota has an open recall. The repair is FREE. Call us to schedule: (845) 540-4476.,delivered,2024-01-24 09:00:00,2024-01-24 09:00:00
TXT000048,DLR002,CUS01019,,inbound,Hi Steven! Your 2022 Ford is ready for pickup at Bay Area Honda. Please call us at your convenience.,delivered,2024-01-14 20:00:00,2024-01-14 20:00:00
TXT000049,DLR001,CUS00557,CALL006052,inbound,Hi Brian! Your 2022 BMW is ready for pickup at Sunshine Toyota. Please call us at your convenience.,delivered,2024-01-11 17:00:00,2024-01-11 17:00:00
TXT000050,DLR002,CUS00417,CALL003416,outbound,"Hi Mark, this is a courtesy reminder about your lease maturity. Contact Bay Area Honda to discuss your options.",delivered,2024-01-22 14:00:00,2024-01-22 14:00:00
TXT000051,DLR005,CUS01685,CALL003825,outbound,Coastal BMW: Parts for your 2022 Toyota have arrived. Call us to schedule your repair appointment.,sent,2024-01-19 11:00:00,2024-01-19 11:00:00
TXT000052,DLR001,CUS01337,,outbound,"Hi Brian, your 2022 Chevrolet is due for an oil change. Book online or call Sunshine Toyota. Reply STOP to opt out.",failed,2024-01-12 16:00:00,2024-01-12 16:00:00
TXT000053,DLR004,CUS00334,CALL006654,inbound,Gulf Coast Chevrolet: Parts for your 2020 Honda have arrived. Call us to schedule your repair appointment.,delivered,2024-01-04 17:00:00,2024-01-04 17:00:00
TXT000054,DLR003,CUS01726,,outbound,"Hi Amanda, your 2022 BMW is due for an oil change. Book online or call Lakeland Ford. Reply STOP to opt out.",delivered,2024-01-14 13:00:00,2024-01-14 13:00:00
TXT000055,DLR004,CUS01292,CALL011436,outbound,Gulf Coast Chevrolet: Parts for your 2020 Chevrolet have arrived. Call us to schedule your repair appointment.,delivered,2024-01-19 12:00:00,2024-01-19 12:00:00
TXT000056,DLR002,CUS00645,CALL013512,outbound,Bay Area Honda: Your 2021 Ford has an open recall. The repair is FREE. Call us to schedule: (692) 990-8039.,delivered,2024-01-26 20:00:00,2024-01-26 20:00:00
TXT000057,DLR003,CUS01588,CALL001711,outbound,Hi Danielle! Your 2021 Chevrolet is ready for pickup at Lakeland Ford. Please call us at your convenience.,delivered,2024-01-06 09:00:00,2024-01-06 09:00:00
TXT000058,DLR002,CUS00973,CALL002260,outbound,"Hi Luis, your 2019 BMW is due for an oil change. Book online or call Bay Area Honda. Reply STOP to opt out.",delivered,2024-01-14 14:00:00,2024-01-14 14:00:00
TXT000059,DLR002,CUS01834,CALL003272,outbound,Hi Ashley! Your 2019 Toyota is ready for pickup at Bay Area Honda. Please call us at your convenience.,delivered,2024-01-13 15:00:00,2024-01-13 15:00:00
TXT000060,DLR002,CUS01013,,outbound,Bay Area Honda: Your 2021 Chevrolet has an open recall. The repair is FREE. Call us to schedule: (681) 462-1034.,delivered,2024-01-15 18:00:00,2024-01-15 18:00:00
TXT000061,DLR004,CUS00956,,outbound,"Hi Amber, this is a courtesy reminder about your lease maturity. Contact Gulf Coast Chevrolet to discuss your options.",delivered,2024-01-15 13:00:00,2024-01-15 13:00:00
TXT000062,DLR003,CUS00244,CALL002993,outbound,Thank you for visiting Lakeland Ford! We hope your service experience was excellent. Reply with any feedback.,delivered,2024-01-03 16:00:00,2024-01-03 16:00:00
TXT000063,DLR005,CUS00325,,outbound,Hi Anthony! Your 2020 Honda is ready for pickup at Coastal BMW. Please call us at your convenience.,delivered,2024-01-23 20:00:00,2024-01-23 20:00:00
TXT000064,DLR003,CUS01676,,outbound,Lakeland Ford: Parts for your 2020 Chevrolet have arrived. Call us to schedule your repair appointment.,delivered,2024-01-03 12:00:00,2024-01-03 12:00:00
TXT000065,DLR003,CUS00725,CALL007909,outbound,Lakeland Ford: Parts for your 2020 Toyota have arrived. Call us to schedule your repair appointment.,delivered,2024-01-27 17:00:00,2024-01-27 17:00:00
TXT000066,DLR004,CUS01486,CALL013755,outbound,Gulf Coast Chevrolet: Parts for your 2020 Honda have arrived. Call us to schedule your repair appointment.,delivered,2024-01-04 12:00:00,2024-01-04 12:00:00
TXT000067,DLR001,CUS00736,CALL010749,outbound,Sunshine Toyota: Parts for your 2019 BMW have arrived. Call us to schedule your repair appointment.,delivered,2024-01-30 18:00:00,2024-01-30 18:00:00
TXT000068,DLR002,CUS00178,,outbound,"Hi Danielle, this is Bay Area Honda. Your 2021 BMW appointment is confirmed for January 20. Reply STOP to opt out.",delivered,2024-01-18 12:00:00,2024-01-18 12:00:00
TXT000069,DLR003,CUS00212,,outbound,Hi Maria! Your 2021 Toyota is ready for pickup at Lakeland Ford. Please call us at your convenience.,delivered,2024-01-28 17:00:00,2024-01-28 17:00:00
TXT000070,DLR002,CUS00055,CALL003768,outbound,"Hi Anthony, this is Bay Area Honda. Your 2019 Honda appointment is confirmed for January 29. Reply STOP to opt out.",delivered,2024-01-22 18:00:00,2024-01-22 18:00:00
TXT000071,DLR001,CUS00072,CALL011328,outbound,Sunshine Toyota: Your 2021 Chevrolet has an open recall. The repair is FREE. Call us to schedule: (271) 294-5412.,delivered,2024-01-11 10:00:00,2024-01-11 10:00:00
TXT000072,DLR001,CUS00424,,outbound,Sunshine Toyota: Parts for your 2021 Toyota have arrived. Call us to schedule your repair appointment.,delivered,2024-01-30 17:00:00,2024-01-30 17:00:00
TXT000073,DLR001,CUS01086,CALL007440,inbound,Sunshine Toyota: Your 2020 Toyota has an open recall. The repair is FREE. Call us to schedule: (941) 620-6139.,delivered,2024-01-23 11:00:00,2024-01-23 11:00:00
TXT000074,DLR004,CUS01029,,outbound,Thank you for visiting Gulf Coast Chevrolet! We hope your service experience was excellent. Reply with any feedback.,delivered,2024-01-11 10:00:00,2024-01-11 10:00:00
TXT000075,DLR003,CUS01351,CALL007929,outbound,"Hi James, this is a courtesy reminder about your lease maturity. Contact Lakeland Ford to discuss your options.",delivered,2024-01-11 08:00:00,2024-01-11 08:00:00
TXT000076,DLR005,CUS01726,,outbound,Coastal BMW: Your 2022 Honda has an open recall. The repair is FREE. Call us to schedule: (326) 715-6386.,delivered,2024-01-21 20:00:00,2024-01-21 20:00:00
TXT000077,DLR004,CUS00096,,outbound,"Hi Jennifer, this is Gulf Coast Chevrolet. Your 2019 Chevrolet appointment is confirmed for January 22. Reply STOP to opt out.",delivered,2024-01-16 14:00:00,2024-01-16 14:00:00
TXT000078,DLR001,CUS00814,CALL003364,inbound,Thank you for visiting Sunshine Toyota! We hope your service experience was excellent. Reply with any feedback.,delivered,2024-01-03 17:00:00,2024-01-03 17:00:00
TXT000079,DLR005,CUS01871,,inbound,"Hi Carlos, your 2021 BMW is due for an oil change. Book online or call Coastal BMW. Reply STOP to opt out.",delivered,2024-01-25 15:00:00,2024-01-25 15:00:00
TXT000080,DLR004,CUS01121,CALL009973,outbound,"Hi Carlos, this is a courtesy reminder about your lease maturity. Contact Gulf Coast Chevrolet to discuss your options.",delivered,2024-01-20 14:00:00,2024-01-20 14:00:00
TXT000081,DLR005,CUS00003,,outbound,Coastal BMW: Your 2021 Ford has an open recall. The repair is FREE. Call us to schedule: (393) 840-2570.,delivered,2024-01-29 09:00:00,2024-01-29 09:00:00
TXT000082,DLR001,CUS01310,CALL008964,outbound,Thank you for visiting Sunshine Toyota! We hope your service experience was excellent. Reply with any feedback.,delivered,2024-01-04 13:00:00,2024-01-04 13:00:00
TXT000083,DLR002,CUS01718,,outbound,"Hi Jessica, your 2022 Toyota is due for an oil change. Book online or call Bay Area Honda. Reply STOP to opt out.",delivered,2024-01-29 08:00:00,2024-01-29 08:00:00
TXT000084,DLR004,CUS01457,,outbound,"Hi Brian, this is a courtesy reminder about your lease maturity. Contact Gulf Coast Chevrolet to discuss your options.",delivered,2024-01-19 08:00:00,2024-01-19 08:00:00
TXT000085,DLR005,CUS01431,,outbound,Hi Eric! Your 2021 Chevrolet is ready for pickup at Coastal BMW. Please call us at your convenience.,delivered,2024-01-04 10:00:00,2024-01-04 10:00:00
TXT000086,DLR005,CUS01921,,outbound,Hi James! Your 2021 Chevrolet is ready for pickup at Coastal BMW. Please call us at your convenience.,delivered,2024-01-06 15:00:00,2024-01-06 15:00:00
TXT000087,DLR002,CUS01232,,outbound,"Hi Maria, your 2022 Honda is due for an oil change. Book online or call Bay Area Honda. Reply STOP to opt out.",delivered,2024-01-28 09:00:00,2024-01-28 09:00:00
TXT000088,DLR005,CUS01728,,outbound,Reminder: Your service appointment at Coastal BMW is tomorrow at 4:00 PM. See you then!,delivered,2024-01-17 12:00:00,2024-01-17 12:00:00
TXT000089,DLR003,CUS00675,,outbound,Thank you for visiting Lakeland Ford! We hope your service experience was excellent. Reply with any feedback.,delivered,2024-01-27 20:00:00,2024-01-27 20:00:00
TXT000090,DLR001,CUS01146,,outbound,Sunshine Toyota: Parts for your 2022 Toyota have arrived. Call us to schedule your repair appointment.,delivered,2024-01-23 13:00:00,2024-01-23 13:00:00
TXT000091,DLR005,CUS01699,,inbound,Coastal BMW: Parts for your 2019 Honda have arrived. Call us to schedule your repair appointment.,delivered,2024-01-17 20:00:00,2024-01-17 20:00:00
TXT000092,DLR002,CUS00683,,outbound,Bay Area Honda: Your 2021 Ford has an open recall. The repair is FREE. Call us to schedule: (912) 406-9273.,delivered,2024-01-12 15:00:00,2024-01-12 15:00:00
TXT000093,DLR005,CUS00709,,inbound,"Hi Jason, this is a courtesy reminder about your lease maturity. Contact Coastal BMW to discuss your options.",delivered,2024-01-15 19:00:00,2024-01-15 19:00:00
TXT000094,DLR002,CUS00217,,outbound,Hi Michael! Your 2020 Toyota is ready for pickup at Bay Area Honda. Please call us at your convenience.,delivered,2024-01-01 15:00:00,2024-01-01 15:00:00
TXT000095,DLR005,CUS01572,,inbound,Reminder: Your service appointment at Coastal BMW is tomorrow at 9:00 AM. See you then!,delivered,2024-01-17 15:00:00,2024-01-17 15:00:00
TXT000096,DLR004,CUS00188,CALL001267,outbound,"Hi Jessica, this is Gulf Coast Chevrolet. Your 2021 Toyota appointment is confirmed for January 07. Reply STOP to opt out.",delivered,2024-01-01 19:00:00,2024-01-01 19:00:00
TXT000097,DLR002,CUS01653,,outbound,"Hi David, this is Bay Area Honda. Your 2022 Chevrolet appointment is confirmed for January 18. Reply STOP to opt out.",delivered,2024-01-17 17:00:00,2024-01-17 17:00:00
TXT000098,DLR004,CUS01062,CALL001527,outbound,Hi Stephanie! Your 2020 BMW is ready for pickup at Gulf Coast Chevrolet. Please call us at your convenience.,sent,2024-01-13 19:00:00,2024-01-13 19:00:00
TXT000099,DLR005,CUS01558,CALL003812,outbound,Hi Danielle! Your 2021 Toyota is ready for pickup at Coastal BMW. Please call us at your convenience.,received,2024-01-06 18:00:00,2024-01-06 18:00:00
TXT000100,DLR002,CUS00576,CALL004579,outbound,Bay Area Honda: Your 2020 BMW has an open recall. The repair is FREE. Call us to schedule: (308) 625-5114.,delivered,2024-01-14 18:00:00,2024-01-14 18:00:00
TXT000101,DLR001,CUS01693,CALL008884,outbound,Hi Luis! Your 2022 Honda is ready for pickup at Sunshine Toyota. Please call us at your convenience.,delivered,2024-01-18 16:00:00,2024-01-18 16:00:00
TXT000102,DLR004,CUS00271,CALL009165,outbound,Gulf Coast Chevrolet: Your 2022 Honda has an open recall. The repair is FREE. Call us to schedule: (599) 347-8422.,sent,2024-01-28 18:00:00,2024-01-28 18:00:00
TXT000103,DLR002,CUS01889,,outbound,Bay Area Honda: Parts for your 2021 Ford have arrived. Call us to schedule your repair appointment.,delivered,2024-01-28 19:00:00,2024-01-28 19:00:00
TXT000104,DLR002,CUS00535,CALL014555,outbound,"Hi Anthony, this is Bay Area Honda. Your 2019 Ford appointment is confirmed for January 07. Reply STOP to opt out.",delivered,2024-01-04 14:00:00,2024-01-04 14:00:00
TXT000105,DLR003,CUS00314,CALL000315,outbound,"Hi Nicole, your 2022 Chevrolet is due for an oil change. Book online or call Lakeland Ford. Reply STOP to opt out.",delivered,2024-01-26 13:00:00,2024-01-26 13:00:00
TXT000106,DLR004,CUS01628,,inbound,Reminder: Your service appointment at Gulf Coast Chevrolet is tomorrow at 9:30 AM. See you then!,delivered,2024-01-19 10:00:00,2024-01-19 10:00:00
TXT000107,DLR003,CUS00005,CALL009229,outbound,"Hi Robert, this is Lakeland Ford. Your 2021 Ford appointment is confirmed for January 10. Reply STOP to opt out.",delivered,2024-01-07 18:00:00,2024-01-07 18:00:00
TXT000108,DLR002,CUS00779,,outbound,Thank you for visiting Bay Area Honda! We hope your service experience was excellent. Reply with any feedback.,delivered,2024-01-07 10:00:00,2024-01-07 10:00:00
TXT000109,DLR003,CUS01720,CALL004239,inbound,Lakeland Ford: Your 2022 Ford has an open recall. The repair is FREE. Call us to schedule: (249) 967-8417.,delivered,2024-01-25 08:00:00,2024-01-25 08:00:00
TXT000110,DLR005,CUS00255,CALL007998,inbound,Thank you for visiting Coastal BMW! We hope your service experience was excellent. Reply with any feedback.,delivered,2024-01-17 13:00:00,2024-01-17 13:00:00
TXT000111,DLR003,CUS00806,CALL002858,outbound,Thank you for visiting Lakeland Ford! We hope your service experience was excellent. Reply with any feedback.,delivered,2024-01-04 12:00:00,2024-01-04 12:00:00
TXT000112,DLR001,CUS00235,CALL002607,outbound,Sunshine Toyota: Your 2021 BMW has an open recall. The repair is FREE. Call us to schedule: (375) 601-9510.,delivered,2024-01-17 12:00:00,2024-01-17 12:00:00
TXT000113,DLR002,CUS00740,,outbound,Reminder: Your service appointment at Bay Area Honda is tomorrow at 9:00 AM. See you then!,delivered,2024-01-20 11:00:00,2024-01-20 11:00:00
TXT000114,DLR001,CUS01536,,outbound,"Hi Jennifer, your 2022 Honda is due for an oil change. Book online or call Sunshine Toyota. Reply STOP to opt out.",delivered,2024-01-28 10:00:00,2024-01-28 10:00:00
TXT000115,DLR004,CUS01992,CALL013669,outbound,Gulf Coast Chevrolet: Your 2020 Toyota has an open recall. The repair is FREE. Call us to schedule: (512) 697-7827.,delivered,2024-01-02 20:00:00,2024-01-02 20:00:00
TXT000116,DLR005,CUS01076,,outbound,Coastal BMW: Your 2022 Chevrolet has an open recall. The repair is FREE. Call us to schedule: (640) 264-5619.,delivered,2024-01-06 15:00:00,2024-01-06 15:00:00
TXT000117,DLR002,CUS01004,,inbound,Hi Nicole! Your 2019 Toyota is ready for pickup at Bay Area Honda. Please call us at your convenience.,sent,2024-01-29 17:00:00,2024-01-29 17:00:00
TXT000118,DLR004,CUS00876,,outbound,Gulf Coast Chevrolet: Your 2022 BMW has an open recall. The repair is FREE. Call us to schedule: (482) 548-6700.,delivered,2024-01-22 10:00:00,2024-01-22 10:00:00
TXT000119,DLR003,CUS00254,,outbound,Thank you for visiting Lakeland Ford! We hope your service experience was excellent. Reply with any feedback.,delivered,2024-01-22 20:00:00,2024-01-22 20:00:00
TXT000120,DLR002,CUS01270,CALL012910,inbound,Thank you for visiting Bay Area Honda! We hope your service experience was excellent. Reply with any feedback.,delivered,2024-01-05 10:00:00,2024-01-05 10:00:00
TXT000121,DLR001,CUS00285,CALL010039,outbound,Sunshine Toyota: Your 2022 Chevrolet has an open recall. The repair is FREE. Call us to schedule: (520) 786-6970.,delivered,2024-01-22 14:00:00,2024-01-22 14:00:00
TXT000122,DLR005,CUS01295,CALL012633,outbound,Coastal BMW: Your 2021 Toyota has an open recall. The repair is FREE. Call us to schedule: (643) 397-7861.,failed,2024-01-14 09:00:00,2024-01-14 09:00:00
TXT000123,DLR003,CUS01560,CALL010223,outbound,Thank you for visiting Lakeland Ford! We hope your service experience was excellent. Reply with any feedback.,sent,2024-01-05 10:00:00,2024-01-05 10:00:00
TXT000124,DLR004,CUS01791,,outbound,Hi Eric! Your 2019 BMW is ready for pickup at Gulf Coast Chevrolet. Please call us at your convenience.,delivered,2024-01-10 12:00:00,2024-01-10 12:00:00
TXT000125,DLR004,CUS01761,CALL006850,outbound,Reminder: Your service appointment at Gulf Coast Chevrolet is tomorrow at 3:30 PM. See you then!,delivered,2024-01-12 10:00:00,2024-01-12 10:00:00
TXT000126,DLR004,CUS00054,,inbound,"Hi Brittany, this is Gulf Coast Chevrolet. Your 2021 Chevrolet appointment is confirmed for February 03. Reply STOP to opt out.",delivered,2024-01-30 19:00:00,2024-01-30 19:00:00
TXT000127,DLR004,CUS01753,CALL004135,outbound,Gulf Coast Chevrolet: Your 2022 BMW has an open recall. The repair is FREE. Call us to schedule: (347) 918-1845.,delivered,2024-01-16 20:00:00,2024-01-16 20:00:00
TXT000128,DLR001,CUS01534,,outbound,Sunshine Toyota: Your 2019 Toyota has an open recall. The repair is FREE. Call us to schedule: (555) 804-8239.,delivered,2024-01-07 14:00:00,2024-01-07 14:00:00
TXT000129,DLR001,CUS00497,CALL007236,outbound,Sunshine Toyota: Parts for your 2021 Honda have arrived. Call us to schedule your repair appointment.,delivered,2024-01-16 13:00:00,2024-01-16 13:00:00
TXT000130,DLR003,CUS01471,CALL011429,outbound,"Hi James, this is Lakeland Ford. Your 2020 BMW appointment is confirmed for January 09. Reply STOP to opt out.",delivered,2024-01-08 16:00:00,2024-01-08 16:00:00
TXT000131,DLR004,CUS00694,CALL007080,outbound,Gulf Coast Chevrolet: Your 2020 Honda has an open recall. The repair is FREE. Call us to schedule: (718) 297-1939.,failed,2024-01-26 19:00:00,2024-01-26 19:00:00
TXT000132,DLR004,CUS01670,,inbound,"Hi Heather, your 2019 Honda is due for an oil change. Book online or call Gulf Coast Chevrolet. Reply STOP to opt out.",delivered,2024-01-24 16:00:00,2024-01-24 16:00:00
TXT000133,DLR002,CUS01192,,outbound,"Hi Lauren, this is Bay Area Honda. Your 2020 Honda appointment is confirmed for January 19. Reply STOP to opt out.",delivered,2024-01-15 13:00:00,2024-01-15 13:00:00
TXT000134,DLR001,CUS01732,CALL000994,inbound,"Hi Lauren, this is Sunshine Toyota. Your 2019 Chevrolet appointment is confirmed for January 06. Reply STOP to opt out.",delivered,2024-01-05 17:00:00,2024-01-05 17:00:00
TXT000135,DLR002,CUS01934,CALL001654,outbound,Bay Area Honda: Your 2020 Honda has an open recall. The repair is FREE. Call us to schedule: (661) 561-9950.,delivered,2024-01-13 20:00:00,2024-01-13 20:00:00
